Product,Price,Rating
Toscana Merlot 2013,10.69,3.5
Saint Hilaire Vineyard Pinot Noir Réserve 2017,7.79,3.5
Morellino di Scansano 2016,8.72,3.6
Barbaresco Bernardot 2014,89,4.1
Margaux 2005,39.95,4.0
Merlot 2018,7.75,3.3
Barolo Castiglione 2014,43.87,4.1
Pinot Noir 2017,10.21,3.3
Saint-Julien (Grand Cru Classé) 2005,129.95,4.4
Evenstad Reserve Pinot Noir 2013,108.46,4.3
Submission Cabernet Sauvignon 2017,15.40,3.9
Médoc 2009,25.92,3.8
Signature Pinotage 2018,6.50,3.6
Bolgheri Superiore 2015,55.19,4.2
Amarone della Valpolicella Classico 2015,26.06,4.3
Bosan Riserva Amarone della Valpolicella Classico 2008,56,4.2
Nebbiolo Coste Della Sesia 2017,18.70,3.6
Sister Moon 2015,42.95,4.2
Vat 9 Shiraz 2011,33.92,3.9
GSM 2017,6.60,4.0
Pomerol 2005,139.95,4.4
Tribu Merlot 2016,8.67,3.1
Aconcagua Valley 2017,106.15,4.3
Zweigelt 2018,10.60,3.6
Macán Clásico 2016,38.50,4.2
Gevrey-Chambertin 2016,48.64,4.1
Pessac-Léognan (Grand Cru Classé de Graves) 2017,102.35,4.0
Le Clos des Fées (Hervé Bizeul) 2015,38.89,4.2
Mont du Toit 2007,54,4.1
Saga Médoc 2015,10.25,3.9
Valpolicella Ripasso (Classico Superiore) 2017,16.90,4.1
Il Passo Nerello Mascalese 2018,7.50,3.7
Les Dentelles Côtes du Roussillon Villages 2015,31.19,3.7
Maremma Toscana Le Sughere di Frassinello 2015,19.90,3.9
Barrel Selection Malbec 2018,12.89,4.1
Rioja Reserva (Tempranillo) 2015,10.49,4.0
Malbec 2018,8.40,3.7
Rubicon 2016,26.90,4.3
Paula Malbec 2018,6.73,3.4
Hermitage 'La Maison Bleue' 2017,77.35,4.1
Aviator Blaufränkisch 2017,11.60,4.0
Syrah Reserva 2017,12.50,3.4
Poggio Valente 2014,26.90,3.8
Primitivo 2018,9.95,3.8
Prestige Saint-Drézéry Rouge 2018,16.85,4.2
Pinotage Reserve 2018,19.25,4.1
Cabernet Sauvignon - Merlot 2015,7.65,3.0
Merlot - Corvina 2018,6.44,3.4
Atrium Merlot 2018,10.50,3.8
Cabernet Sauvignon (The Churchyard) 2018,8.50,3.6
Rosso di Montepulciano 2016,12.19,3.4
La Chenade Lalande de Pomerol 2015,28.83,4.0
Appellation Syrah 2017,13.95,3.8
Sot Nebbiolo d'Alba 2015,15.99,3.7
Rosso di Montalcino 2017,13.99,3.7
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,85,4.1
Anaperenna 2017,44.99,4.2
1270 A Vuit Red 2013,29.25,3.7
La Garnacha Olvidada de Aragón 2017,13.95,3.7
Dolcetto d'Alba 2017,13.95,3.8
Médoc 2005,25.95,3.7
Montepulciano d'Abruzzo 2018,4.95,3.6
Les Hauts de Naudon Bordeaux Supérieur 2016,8.95,3.8
Winemaker's Selection Tinto 2018,5.74,3.7
Salmos 2016,23.49,4.2
Capitel San Rocco Valpolicella Ripasso Superiore 2016,14.20,3.8
Crianza Rioja 2016,8.60,3.9
Saint-Estèphe (Grand Cru Classé) 2012,106.25,4.2
Pinotage 2016,39.19,4.2
Sorì dei Mori Barbera d'Asti 2018,8.90,3.1
Margaux (Grand Cru Classé) 2016,53.61,4.1
Pinotage 2018,8.72,3.6
I Bastioni Chianti Classico 2017,15.42,3.8
4 20 Montepulciano d'Abruzzo 2018,8.90,3.8
Pinotage 2016,12.60,3.8
Cabernet Sauvignon Grande Reserva 2014,5.99,4.1
Reserva 2012,13.70,3.7
Special Reserve Cabernet Sauvignon 2013,12.62,3.7
Tenuta Santedame Chianti Classico 2015,19.42,3.8
Caladessa Tinto 2016,9.90,4.0
Spätburgunder 2017,12.50,3.9
Pietra Susumaniello 2018,12.90,3.8
Savigny Premier Cru 'Aux Clous' 2014,23.59,3.8
Cabernet Sauvignon - Syrah 2018,5.70,3.6
Roches d'Hillac 2015,6.20,3.4
La Cumbre Syrah 2015,63.27,4.3
Argile Rouge 2017,29.15,3.9
Brunello di Montalcino Riserva 2010,144.53,4.5
One Red Blend 2016,19.05,3.9
Circle of Life Red 2015,16.90,3.7
Barolo 2013,48.40,4.0
Grand Cru Apalta 2014,27.20,4.4
Marquis de Calon Saint-Estèphe 2014,24.90,3.9
Légende (R) Bordeaux Rouge 2016,12.14,3.5
Barbera d'Alba 2017,8.59,3.6
Estate Shiraz 2017,9.50,3.8
Da Vinci Chianti 2017,7.50,3.5
Terroir du Trias Bandol Rouge 2015,30.90,4.1
Chiaramonte Nero d'Avola 2017,8.49,3.7
Pinot Noir Te Muna Road Vineyard 2017,39.48,4.1
Titolo 2016,31.48,3.8
Johanneshöhe Blaufränkisch 2012,11.09,3.7
Sorì San Lorenzo 2013,445,4.4
Moncagua Malbec 2017,8.83,3.7
Passiata 2017,6.68,3.9
Montagne-Saint-Émilion 2015,14.36,3.6
Médoc 2010,14.90,3.7
Sidereus 2016,26.81,3.8
Haut-Médoc 2014,18.42,3.9
Caudium Aglianico 2018,10.57,3.8
Barthélémy 2010,149,4.2
Aenigma Red 2014,9.90,3.5
Toscana Rosso 2015,26,4.1
Crozes-Hermitage Domaine de Thalabert 1996,54.25,3.8
Finca Biniagual Gran Verán 2015,46.79,4.0
Martin Melck Cabernet Sauvignon 2015,13.99,4.1
Vitral Reserva Carmenère 2018,7.50,3.6
Chianti Classico 2014,14.57,3.8
Bordeaux Rouge 2015,8.95,3.2
Terroir Series Cabernet Sauvignon 2016,10.24,3.7
Barbera d'Alba Maria Gioana 2015,14.62,4.0
Blauer Spätburgunder 2013,11.31,3.4
Châteauneuf-du-Pape (Tradition) Rouge 2010,49.95,4.1
Rosso di Montepulciano 2018,8.53,3.9
Monti Garbi Valpolicella Ripasso Superiore 2017,9.95,3.9
Cabernet Sauvignon (Cs) 2016,21.80,3.8
Rocca Rubia Riserva Carignano del Sulcis 2016,15.08,4.1
Rioja Gran Reserva 2011,17.69,4.0
Crianza 2014,7.99,3.5
Saint-Julien (Grand Cru Classé) 2007,76,4.1
Moulis-en-Médoc 2012,31.19,3.9
Saint-Julien (Grand Cru Classé) 2008,76.95,4.2
Poggio ai Ginepri Bolgheri 2017,11.90,3.9
Selección Especial (Reserva) 2015,26.32,4.3
Dragone Rosso 2016,13.42,3.8
Lily's Garden Shiraz 2017,49,4.2
LZ Rioja 2018,8.75,3.5
Estate Selection Cabernet Sauvignon - Merlot 2017,8.99,3.6
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,109,4.2
Garnatxa 2018,6.25,3.1
Reserve Spéciale Cabernet - Merlot 2017,6.61,4.0
Reserva Tinto 1999,50.20,4.5
Châteauneuf-du-Pape Chaupin 2010,98,4.4
Margaux 2016,88,4.0
Tempranillo Valencia 2018,5.15,3.4
Pézenas 2017,16.79,3.7
Les Vieilles Vignes Volnay 2015,48.10,3.9
Conteisa Langhe 2011,219,4.2
Kanai Riserva Carignano del Sulcis 2015,16.57,3.8
Paxxo 2017,19.40,4.1
Petit Jaug Margaux 2012,25,3.9
Alentejano Reserva Tinto 2016,37.90,4.3
Haut-Médoc 2005,27.95,3.7
Odé d'Aydie Madiran 2016,12.90,3.7
Instinct Parcellaire Côtes de Provence 2015,21.93,3.7
Rosso di Montalcino Banditella 2016,18.50,3.8
Eremo San Quirico 2016,17.45,4.2
Rioja Reserva 2009,34.99,3.9
De Chiripa 2017,15.27,3.6
Colección Crianza 2013,12.30,4.1
Leradici Barbera d'Asti 2018,15.47,4.0
Merlot 2017,15.05,3.9
Barolo Pajana 2011,63.92,4.2
Al-Muvedre Tinto Monastrell 2018,6.95,3.6
Geremia Toscana 2013,29.95,4.1
Margaux (Grand Cru Classé) 2017,70.19,3.8
Saint-Estèphe 2016,38.25,4.0
Monopole 'Clos des Langres' Rouge 2014,35.50,4.2
Barolo Brunate 2011,144.53,4.4
The Long Walk Shiraz 2018,6.50,3.5
Cabernet Sauvignon 2015,13.82,3.8
País 2015,11.55,3.8
Rouge 2015,36.46,3.9
La Napoleon Beaujolais Villages 2017,35,3.8
Vi de Vila Gratallops 2017,47.95,4.3
Shiraz 2017,11.60,3.4
Domaine De Cigalus Red 2018,32.75,4.1
Reserva Malbec 2017,13.69,3.8
Haut-Médoc 2012,52.35,4.0
Tempranillo 2018,5.43,3.7
Primitivo Salento Pilùna 2018,6.90,4.0
Koonunga Hill Shiraz - Cabernet 2018,10.60,3.7
Adénzia Rosso 2016,13.40,4.0
Chianti Classico 2017,16.90,3.6
Memorious Pinot Noir 2016,54,4.0
Batonnage (Red Scorpion) 2016,149,4.4
l'Equilibre 2016,8.72,3.7
Rouge (Estate Reserve) 2011,36.50,4.2
Alàuda 2015,106.89,4.5
Parcela 12 Graciano 2016,8.99,3.8
Copertino 2016,8.77,4.1
Le Different de Chateau de Ferrand Saint Emilion Grand Cru 2015,21,4.1
Haut-Médoc 2015,13.50,3.6
Caroso Montepulciano d'Abruzzo Riserva 2015,13.55,3.9
Ermitage Le Pavillon 2000,419.95,4.6
Matallana 2010,81.95,4.0
Alfredo Dried Grape Shiraz 2016,22.59,3.8
Rocche di Castiglione Barolo 2011,66.45,4.2
Toscano Rosso 2016,5.43,4.0
Annonce Saint-Émilion Grand Cru 2014,53.61,4.1
Messiio Maremma Toscana 2015,21.24,4.1
Tempranillo 2017,4.86,3.4
Ventoux Artemia 2015,32.90,4.0
Cabernet Sauvignon 2017,19.20,3.7
Bourgogne Pinot Noir 2015,44.59,3.5
Tupungato Passo Doble Malbec - Corvina 2009,13.69,3.5
Reserva de Propiedad 2016,9.99,3.5
Saint-Julien (Grand Cru Classé) 2005,139.95,4.4
Bordeaux Supérieur 2015,14.57,3.7
Chianti Classico 2015,16.08,3.8
Alandra Tinto 2018,4.75,3.3
Gran Sangre de Toro Reserva 2015,9.90,3.7
Rubesco Rosso di Torgiano 2013,11.65,3.5
Reserve Cabernet Sauvignon 2014,16.60,3.9
Les Terroirs Vieux Carignan 2017,9.90,3.7
Chianti Superiore 2018,13.33,3.8
Casalferro Toscana 2016,39.90,4.0
Barbera d'Alba Trevigne 2009,16.39,3.7
Pelagrilli Brunello di Montalcino 2014,51.90,4.2
50 & 50 2014,95.70,4.3
Wiener Trilogie 2016,12.87,3.7
Gattinara Tre Vigne 2014,38.70,4.1
Ocra Bolgheri Rosso 2017,21.95,3.9
Message in a Bottle Rosso 2018,14.55,3.7
Bricco Dei Merli Barbera d'Alba 2015,13.95,3.8
Lacrima di Morro d'Alba 2018,7.58,3.4
Coevo Toscana 2013,59.02,4.2
Amarone della Valpolicella Case Vecie 2013,36.75,4.0
Syrah Sicilia 2018,6.75,3.8
Cabernet Sauvignon 2017,9.78,3.5
Collezione di Famiglia Syrah Terre Siciliane 2018,8.32,4.1
Tre 2017,11.50,3.6
Haut-Médoc 2010,35.95,3.7
Saint-Julien (Grand Cru Classé) 2011,109,4.2
Plumbago Nero d'Avola Sicilia 2017,10.50,3.7
Chianti Classico Vigneto Gran Selezione San Lorenzo 2013,31.53,3.9
Foradori - Teroldego 2015,19.50,3.8
Haut-Médoc 2015,43.39,4.1
Réserve Royale Saperavi 2015,32.90,4.4
Tinto Reserva 2016,11.75,4.0
Petit Albet Penedès Rouge 2018,7.95,3.2
Camelot 2014,29.99,4.1
Kaleidoscope 2018,7.90,3.3
Syrah 2015,9.90,3.6
Edición Limitada M 2016,14.57,4.1
Kennedy Grenache - Shiraz - Mourvedre 2017,26.81,3.9
Collio Cabernet Sauvignon 2017,15.99,3.7
Envero Carmenère Gran Reserva 2017,14.50,3.8
Casamatta Toscana Rosso 2016,8.14,3.5
Brunello di Montalcino 2012,30.71,4.2
Saint-Estèphe (Grand Cru Classé) 2010,55,4.1
The Butcher Cuvée 2017,25.50,3.8
Saint-Estèphe 2009,62.39,4.3
The Banished Dark Red 2018,11.49,4.0
Rosso di Montepulciano 2015,9.95,3.7
Nero d'Avola Terre Siciliane 2017,6.75,3.4
Cabernet Sauvignon 2016,15.50,3.9
Crianza Rioja 2015,8.95,3.8
Primitivo 2018,4.90,3.8
Reserva Merlot 2016,9.65,3.3
Bricco della Bigotta Barbera d'Asti 2013,45,4.2
Cantus Primus Cabernet Sauvignon 2015,18.90,3.8
Sassorosso Grumello Valtellina Superiore 2016,16.51,3.8
Agneau Rouge Bordeaux 2018,6.05,3.5
Selkirk Shiraz 2016,18.03,3.9
Finca San Martín Crianza 2016,10.91,3.6
Edición Limitada A 2016,16.50,4.1
Crianza 2014,10.93,3.6
Chianti 2015,17.40,3.4
Chianti 2018,8.25,3.5
Spätburgunder 2017,11.50,3.6
Prados Fusión Garnacha - Syrah 2018,9.49,3.7
Estate Red (Cabernet Sauvignon - Shiraz) 2016,10.45,3.9
Barrel Selection Merlot 2017,13.43,4.0
Tempranillo 2018,7.40,3.5
Pinot Nero 2017,13.95,3.5
Dedicato Tannat 2013,15.55,3.9
Tortoniano Barolo 2006,29.19,3.9
Iirrésistible Côtes de Provence 2015,29,3.8
Diamond Collection/Selection Shiraz 2019,5.95,3.7
Malleolus 2017,27.05,4.3
No Name 2015,25.55,4.0
Blacksmith Cabernet Sauvignon 2017,16.90,3.9
Ocho y Medio Malbec 2018,5.49,3.6
Riscal Roble Tempranillo 2013,6.39,3.4
Pannobile Red 2015,29.90,3.8
Terra d'Eclano Aglianico Irpinia 2013,43.65,4.2
Unico 2010,320,4.7
Allnatt Rouge Souplesse 2018,7.49,3.8
Due Rosso 2017,9.50,4.0
Saint-Émilion Grand Cru 2011,15.90,3.4
Graves 2016,17.95,3.5
Le Stanze Toscana 2011,33.95,4.1
Carmignano Riserva Trefiano 2012,34.58,4.0
Pessac-Léognan (Grand Cru Classé de Graves) 2013,261.25,4.3
Bordeaux Supérieur 2011,9.95,3.5
Coto Real Reserva 2005,29.19,3.8
Liala Negroamaro 2018,19.95,4.3
Syrah 2017,16.95,3.9
Fetească Neagră 2017,7.50,3.8
Conde de Valdemar Tempranillo 2018,5.99,3.5
Lou Coucardié Rouge 2014,24.09,4.0
Zweigelt 2016,10.95,3.5
Cabernet Sauvignon 2016,12.90,3.8
Pinotage 2014,8.32,3.2
Campogiovanni Brunello di Montalcino 2012,33.85,4.2
Barolo 2014,50.85,3.9
V Reserva 2014,9.70,3.7
Chianti 2017,7.85,3.5
Terra Romana Fetească Neagră 2016,10.50,3.5
Foundation Pinotage 2018,5.81,3.6
Riserva Ducale Oro Chianti Classico (Gran Selezione Gold) 2015,34.99,3.9
Langhe Nebbiolo 2017,18.03,3.9
Cellar Selection Carmenère 2018,5.95,3.6
Kallista 2013,29.19,4.1
4 Meses Red 2017,8.38,3.7
Cabernet Sauvignon 2016,12.03,3.6
Cabernet Sauvignon (1685 series) 2016,16.99,3.7
Cabernet Sauvignon 2015,38.94,4.0
Amarone della Valpolicella Monte Lodoletta 2012,270.63,4.7
Clos Baltasar 2015,13.54,3.9
El Viejo 2017,28.30,4.1
Barolo La Serra 2014,48.64,4.2
The Montelena Estate Cabernet Sauvignon 2001,153.90,4.4
Seven Flags Pinot Noir 2016,56.74,4.3
Arborina Barolo 2013,77.12,4.3
Reserva Special Blend 2016,35.89,4.3
Carmenère Reserva 2017,10.50,3.6
Rioja La Vendimia 2017,8.87,3.7
The Footbolt Shiraz 2016,14.09,3.6
Bicicleta Cabernet Sauvignon 2017,6.90,3.5
Rosso di Montalcino 2017,35.58,4.0
La Cumbre Syrah 2014,57.42,4.3
Grand Reserve 2015,25.70,4.0
Rosso Piceno 2018,7.50,3.5
Saint-Joseph Les Capelets 2015,17.45,4.0
Brunello Di Montalcino Riserva 2009,48.02,4.3
Eight Songs Shiraz 2013,35.09,3.8
Villa Cordevigo Rosso 2012,23.91,4.3
Les Terroirs Côtes du Roussillon Villages 2015,7.75,3.7
Pian delle Mole Langhe Nebbiolo 2016,15.50,3.8
Blauer Spätburgunder Trocken 2016,11.20,3.9
Liaison Pinot Noir 2017,19.72,3.8
Teroldego Rotaliano Vigilius 2015,24.27,4.1
Evaluna 2016,16.44,4.0
Clancy's Red Blend 2016,12.12,3.5
Syrah Pago Garduña 2014,73.11,4.2
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,70.19,4.1
Aquilae Nero d'Avola 2014,8.60,3.6
Sorì Tildìn (Barbaresco) Langhe 2014,470,4.6
Cervidoni Rosso Piceno 2016,7.70,3.8
Château d'Ampuis Côte-Rôtie 2016,99,3.9
Single Valley Lot Gran Reserva Syrah 2014,14.57,3.7
Saperavi - Cabernet 2015,14.90,3.9
Châteauneuf-du-Pape 2014,67.26,4.3
Douro Tinto 2018,4.89,3.7
Pauillac (Grand Cru Classé) 2012,106.25,4.3
Red Blend N.V.,34.07,4.4
Rara Neagra de Purcari 2018,10.98,4.1
Malbec Argentino 2017,77.01,4.6
Saint-Julien (Grand Cru Classé) 2005,94.95,4.3
Ebbio Nebbiolo Langhe 2018,14.21,3.5
120 Cabernet Sauvignon 2017,7.80,3.4
Château Trocard Bordeaux Supérieur 2012,9.26,3.2
Saint-Émilion Grand Cru 2010,399.95,4.6
Barolo Riserva Monfortino 2013,1115.50,4.8
Tavkveri 2016,16.90,4.1
The Glass Collection Syrah 2014,11.95,3.5
Rouge (Estate Reserve) 2013,36.50,4.1
Primocolle Chianti Classico 2016,14.73,3.7
Saint-Émilion Grand Cru 2013,29.50,3.8
Les Crus Terrasses du Larzac 2016,12.62,3.9
Galantas Gran Reserva Cabernet Franc 2016,28.83,3.8
Cabernet Sauvignon 2017,8.95,3.3
Preta Cuvée Grande Reserva 2008,35.09,4.3
Pinot Fin Bourgogne 2014,39.69,3.6
Musar Jeune Rouge 2016,10.84,3.8
Reserva 2015,9.95,3.7
Bolgheri Superiore 2014,51.36,4.1
Barolo 2015,62.57,4.2
Brunello di Montalcino 2015,32.88,4.1
Futures Shiraz 2015,15.03,3.8
'Rosso & Bianco' Shiraz 2016,13.25,3.8
Quinta Da Gricha Douro 2009,56.84,4.6
Barolo Prapò 2010,48.40,4.2
Rosso di Montepulciano Prugnolo 2018,12.90,3.7
Zephyrus Shiraz 2017,31.19,4.0
Teroldego Rotaliano 2016,11.45,3.9
Grand Grenache Gigondas 2012,45,4.0
12 e Mezzo Negroamaro del Salento 2017,7.31,3.8
La Bella Addormentata Terre di Chieti Sangiovese 2018,7.32,3.6
Twin Oaks Cabernet Sauvignon 2018,7.69,3.2
Cuvée du Chaos Fleurie 2018,22.62,4.2
Limited Release Cabernet Sauvignon 2014,106.89,4.0
Gries Lagrein Riserva 2017,19.90,4.1
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1998,96.85,4.1
Cortevecchia Riserva Chianti Classico 2015,16.99,3.9
Le Redini 2015,20.09,4.0
Sangre de Toro Original 2018,6.73,3.5
Haut-Médoc 2005,59.95,4.2
The Guv’nor 2019,6.20,4.0
Gran Reserva Rioja (Tempranillo) 2011,18.23,3.9
Pinot Noir 2014,9.99,3.6
Pauillac (Grand Cru Classé) 2000,309.90,4.5
Selected Vines Malbec (Barrancas Vineyards) 2017,15.16,4.0
Terralis Shiraz - Malbec 2015,6.99,3.4
Testamatta Toscana 2016,105,4.2
Mencia 2014,11.90,3.6
Compleo Cuvée Noire 2018,17.06,3.9
Pommard 2015,48.54,4.0
Merlot 2017,8.29,3.8
Bordeaux Supérieur 2017,8.78,3.8
Bandol Rouge 2016,31.90,4.1
Barolo Carobric 2006,74.69,4.3
Hommage à Jacques Perrin Châteauneuf-du-Pape 2015,341.18,4.5
Endinger Engelsberg Spätburgunder Trocken 2015,16.95,3.7
Cabernet Sauvignon Reserva 2017,8.50,3.5
Saint-Julien (Grand Cru Classé) 2016,82.86,4.1
Shiraz 2018,9.90,3.5
Poggio alle Mura Brunello di Montalcino 2011,37.73,4.2
Estate Cabernet Sauvignon 2016,9.50,3.7
Hécula Monastrell 2016,8.78,3.4
Crozes-Hermitage Rouge 2016,19.90,3.8
Cannubi Boschis Barolo 2013,52.29,4.2
Gigondas 2017,22.90,4.1
Pian delle Vigne Brunello di Montalcino 2015,55,4.1
Merindol Syrah 2014,24.27,3.9
Caprasia Bobal 2016,11.05,3.8
The Long Walk Shiraz 2019,7.25,3.4
Les Restanques de Pibarnon 2015,28.55,3.8
Madre Toscana 2009,38.09,4.2
Eolithe 2017,23.29,3.9
Tenuta Greppone Mazzi Brunello di Montalcino 2014,46.60,4.1
Enfant Sauvage 2017,16.47,3.7
Pinotage 2013,17.01,3.9
Gevrey-Chambertin 2017,84,4.1
La Villa Real Tempranillo 2015,6.54,3.4
Bourgogne Pinot Noir 2011,19.45,3.5
Barolo del Comune di Serralunga d'Alba 2015,28.27,4.1
Holy Moly Shiraz 2015,31,4.1
Haut-Médoc (Grand Cru Classé) 2005,52.95,3.9
Saint-Julien (Grand Cru Classé) 2005,69.95,4.1
Vitral Reserva Cabernet Sauvignon 2017,7.50,3.4
Cuvée Racoveanu Reserve 2013,17.50,4.1
Reserva Merlot 2018,9.36,3.8
Haut-Médoc 2016,18.95,3.8
Tupungato Passo Doble Malbec - Corvina 2018,7.95,3.5
Campogiovanni Brunello di Montalcino Riserva Il Quercione 2010,105.73,4.4
Mavrotragano 2016,36.95,4.2
Barbaresco 2014,12.70,3.2
Moulin à Vent 2016,17.90,3.8
Don Tommaso Chianti Classico 2015,18.49,3.9
Vecchie Vigne Brunello di Montalcino 2013,75,4.0
Traildust 2017,14.95,4.0
Cabernet Sauvignon 2018,7.45,3.4
Barbaresco Basarin Riserva 2015,29.50,3.8
Cellar Selection Pinotage 2018,9.50,3.6
Le Crosare Valpolicella Ripasso Classico Superiore 2017,10.67,3.9
Iirrésistible Côtes de Provence 2016,13.50,3.7
La Chasselière Crozes-Hermitage 2015,17.90,3.8
Optima 2014,22.99,4.2
Valpolicella 2018,9.50,3.5
Conde de Valdemar Reserva 2011,10.89,3.7
Laforet Bourgogne Pinot Noir 2015,15,3.6
Brunello di Montalcino 2014,23.49,4.1
Viña Alberdi Reserva 2014,14.99,4.1
Rioja 150 Aniversario 2010,59.99,4.1
Cembali Nero d'Avola 2010,24.86,4.0
Noà (Tenuta Presti e Pregni) 2016,25.95,3.9
Pessac-Léognan 2017,131.60,4.0
Russiz Superiore Cabernet Franc Collio 2016,23.99,3.9
Tempranillo 2015,4.16,3.4
Haus & Hof Merlot 2018,8.52,3.6
Regaleali Nero d'Avola 2016,7.52,3.5
Montornello Chianti Classico Riserva 2014,18.97,3.8
Barbera d'Alba 2017,17.29,3.9
Saint-Estèphe 2015,32.65,4.0
Fronsac 2016,10.66,3.7
Max Reserva Merlot 2017,14.90,3.7
El Recio 2018,12.20,4.1
Alta Mora Etna Rosso 2017,12.95,3.7
Musigny Grand Cru (Cuveé Vieilles Vignes) 1990,995,4.4
Fronsac 2012,19.45,3.8
Classic Blaufränkisch 2017,8.80,3.7
El Niño de Campillo Rioja 2018,9.99,3.6
Pietra (Primitivo - Susumaniello) 2016,12.90,4.1
Gran Reserva 2012,43.80,4.1
Grand Cru Sagrada Familia 2015,27.20,4.4
Cordillera Reserva Especial Carmenère 2017,15.13,3.7
Gran Reserva Cabernet Sauvignon (Selección del Directorio) 2013,9.49,3.5
Montepulciano d'Abruzzo Marina Cvetic 2016,20.40,4.1
Single Vineyard Cabernet Franc 2015,16.38,3.9
Nerello Mascalese 2013,10.50,3.6
Alicante - Mourvèdre 2013,18.00,3.5
Rosso di Montalcino 2017,17.89,4.0
Roda I Reserva Rioja 2015,46.50,4.4
Serpaiolo Rosso Toscana 2017,9.50,3.9
The Villain Cabernet Sauvignon 2015,17.35,3.8
Villa Mura Merlot Veneto 2016,4.57,3.4
Red Blend 2015,24.90,3.8
Mason Pinot Nero 2017,27.20,4.1
Les Rabassières Côtes-du-Rhône Rouge 2017,8.29,3.7
Gran Reserva Cabernet Sauvignon 2017,13.90,4.0
Riserva Salice Salentino 2012,11.95,4.2
Gaudenz Trocken 2016,9.80,3.8
Zane Valpolicella Ripasso Classico Superiore 2016,18.95,4.2
Pinotage 2019,5.79,3.7
Melck's Blended Red 2015,9.05,3.7
Fronsac 2010,9.90,3.6
Le Naturel Red 2019,12.95,3.6
Tinto 2009,25.90,3.8
Pessac-Léognan (Grand Cru Classé de Graves) 2016,51.66,4.0
Private Bin Merlot - Cabernet Sauvignon 2018,11.95,3.6
Ultra Cabernet Sauvignon 2016,16.09,3.8
Meandro Douro Tinto 2017,15.50,4.0
Diamond Collection Merlot (Blue Label) 2016,26.31,3.8
La Groletta Amarone della Valpolicella 2016,33.76,4.1
Gattinara 2016,29.24,4.0
Pipoli Aglianico del Vulture 2018,5.90,3.8
Pinot Noir Pequeñas Producciones 2017,28.95,3.9
Bons Ventos Rouge 2018,5.75,3.6
Bordeaux 2012,34.71,4.1
Just Fucking Good Wine Organic Tinto 2018,14.44,3.7
Altitud Merlot 2015,16.17,3.7
Doña Margarita Vineyard Mas Cavalls Pinot Noir 2016,56.40,4.2
Black Label Syrah - Monastrell 2017,6.72,3.5
Merlot (Jan Fiskaal) 2016,7.19,3.5
Château Brassac Bordeaux Supérieur 2015,9.26,3.3
Autour de Jonquières Terrasses du Larzac 2015,31.39,4.0
La Rosine Syrah 2017,19.90,4.0
Saint-Joseph Lieu-Dit 2016,46.64,4.4
Kurni Marche 2017,106.60,4.6
Mi Pueblo Cabernet Sauvignon 2019,6.50,3.3
Jois Blaufrankisch 2016,26.22,3.8
San Nicolao Barbera d'Asti 2018,6.10,3.2
Haut-Médoc 2014,18.86,3.7
Pomerol 2012,101.74,4.3
Mercurey 1er Cru Clos du Roy 2017,33.90,4.0
Vinha Grande Douro 2017,12.63,4.0
Sapaio Bolgheri Volpolo 2015,23.37,3.9
Saint-Julien 2008,54.95,3.8
Romántica Crianza 2017,10.89,3.9
Cabernet Sauvignon 2019,7.27,3.7
Lapa Cabernet Sauvignon 2012,29,3.9
Santa Cecilia Nero d'Avola 2016,21,4.0
Rully Red 2017,22.78,3.7
Merlot 2016,14.49,3.9
Éo Noir 2014,70.19,3.9
Galpin Peak Pinot Noir 2018,34.95,4.1
Shavkapito 2017,16.90,4.4
Hill of Grace 2008,650,4.5
Fleurie Hospice de Belleville 2015,14.53,3.6
Cabernet Sauvignon 2016,12.10,3.6
Morgon 2018,21.90,4.1
Joven Roble Tinto 2018,14.90,4.1
Haut-Médoc (Grand Cru Classé) 2011,44.96,3.9
Margaux (Grand Cru Classé) 2004,70.19,4.2
Saint-Julien (Grand Cru Classé) 2006,89,4.2
Spätburgunder 2015,16.95,3.7
Alto 2013,54,4.3
Nuits-Saint-Georges 2014,41.72,3.8
Cocciapazza Montepulciano d'Abruzzo 2016,29.35,4.1
Alentejano Reserva Tinto 2016,8.45,4.1
Bricco della Bigotta Barbera d'Asti 2015,49.90,4.2
Sassella Valtellina Superiore 2009,12.51,3.5
Reserva 2014,11.45,3.7
Pomerol 2014,42.89,3.8
Les P’tits Galets Rouge 2015,4.83,3.4
Barolo 2010,39.19,3.9
Barolo Bricco Rocche 2013,193.03,4.0
Saint-Julien (Grand Cru Classé) 2009,86.18,4.2
Prado Enea Gran Reserva 2011,53.51,4.3
CrossBarn Cabernet Sauvignon 2014,75.69,4.2
Appassite Negroamaro - Primitivo 2018,9.66,4.2
Chianti Classico 2016,21.24,3.9
60 Sessantanni Old Vines Primitivo di Manduria 2015,30.95,4.5
Evenstad Reserve Pinot Noir 2014,89,4.4
Mandus Primitivo di Manduria 2017,11.95,4.1
Chaminé Tinto 2018,9.16,3.8
Estate Tannat - Merlot (Varietales) 2016,14.29,3.5
Pinot Noir 2014,57.42,4.0
Chianti Pontormo 2017,6.45,3.4
Ai Suma Barbera d'Asti 2016,68.65,4.4
Principe Spinelli 2018,9.65,3.9
Il Torrino 2015,8.37,3.7
